timestamp_utc,air_blower,water_pump,radiator_valve,air_renew_valve
2021-06-15T17:57:38+00:00,True,False,False,True
2021-06-15T17:57:41+00:00,True,False,False,True
2021-06-15T17:57:44+00:00,True,False,False,True
2021-06-15T17:57:47+00:00,True,False,False,True
2021-06-15T17:57:50+00:00,True,False,False,True
2021-06-15T17:57:53+00:00,True,False,False,True
2021-06-15T17:57:56+00:00,True,False,False,True
2021-06-15T17:57:59+00:00,True,False,False,True
2021-06-15T17:58:02+00:00,True,False,False,False
2021-06-15T17:58:05+00:00,True,False,False,True
2021-06-15T17:58:08+00:00,True,False,False,True
2021-06-15T17:58:11+00:00,True,False,False,True
2021-06-15T17:58:14+00:00,True,False,False,True
2021-06-15T17:58:17+00:00,True,False,False,True
2021-06-15T17:58:20+00:00,True,False,False,True
2021-06-15T17:58:23+00:00,True,False,False,True
2021-06-15T17:58:26+00:00,True,False,False,True
2021-06-15T17:58:29+00:00,True,False,False,True
2021-06-15T17:58:32+00:00,True,False,False,True
2021-06-15T17:58:35+00:00,True,False,False,True
2021-06-15T17:58:38+00:00,True,False,False,True
2021-06-15T17:58:42+00:00,True,False,False,True
2021-06-15T17:58:44+00:00,True,False,False,True
2021-06-15T17:58:47+00:00,True,False,False,True
2021-06-15T17:58:50+00:00,True,False,False,True
2021-06-15T17:58:53+00:00,True,False,False,True
2021-06-15T17:58:56+00:00,True,False,False,True
2021-06-15T17:58:59+00:00,True,False,False,True
2021-06-15T17:59:02+00:00,True,False,False,True
2021-06-15T17:59:05+00:00,True,False,False,True
2021-06-15T17:59:08+00:00,True,False,False,False
2021-06-15T17:59:11+00:00,True,False,False,True
2021-06-15T17:59:14+00:00,True,False,False,True
2021-06-15T17:59:17+00:00,True,False,False,True
2021-06-15T17:59:20+00:00,True,False,False,True
2021-06-15T17:59:23+00:00,True,False,False,True
2021-06-15T17:59:26+00:00,True,False,False,True
2021-06-15T17:59:29+00:00,True,False,False,True
2021-06-15T17:59:32+00:00,True,False,False,True
2021-06-15T17:59:35+00:00,True,False,False,True
2021-06-15T17:59:38+00:00,True,False,False,True
2021-06-15T17:59:41+00:00,True,False,False,True
2021-06-15T17:59:44+00:00,True,False,False,True
2021-06-15T17:59:47+00:00,True,False,False,True
2021-06-15T17:59:50+00:00,True,False,False,True
2021-06-15T17:59:53+00:00,True,False,False,True
2021-06-15T17:59:56+00:00,True,False,False,True
2021-06-15T17:59:59+00:00,True,False,False,True
2021-06-15T18:00:02+00:00,True,False,False,True
2021-06-15T18:00:05+00:00,True,False,False,True
2021-06-15T18:00:08+00:00,True,False,False,True
2021-06-15T18:00:11+00:00,True,False,False,False
2021-06-15T18:00:14+00:00,True,False,False,True
2021-06-15T18:00:18+00:00,True,False,False,True
2021-06-15T18:00:20+00:00,True,False,False,True
2021-06-15T18:00:23+00:00,True,False,False,True
2021-06-15T18:00:26+00:00,True,False,False,True
2021-06-15T18:00:29+00:00,True,False,False,True
2021-06-15T18:00:32+00:00,True,False,False,True
2021-06-15T18:00:35+00:00,True,False,False,True
2021-06-15T18:00:38+00:00,True,False,False,True
2021-06-15T18:00:41+00:00,True,False,False,True
2021-06-15T18:00:44+00:00,True,False,False,True
2021-06-15T18:00:47+00:00,True,False,False,True
2021-06-15T18:00:50+00:00,True,False,False,True
2021-06-15T18:00:53+00:00,True,False,False,True
2021-06-15T18:00:56+00:00,True,False,False,True
2021-06-15T18:00:59+00:00,True,False,False,True
2021-06-15T18:01:02+00:00,True,False,False,True
2021-06-15T18:01:05+00:00,True,False,False,True
2021-06-15T18:01:08+00:00,True,False,False,True
2021-06-15T18:01:11+00:00,True,False,False,True
2021-06-15T18:01:14+00:00,True,False,False,False
2021-06-15T18:01:17+00:00,True,False,False,True
2021-06-15T18:01:20+00:00,True,False,False,True
2021-06-15T18:01:23+00:00,True,False,False,True
2021-06-15T18:01:26+00:00,True,False,False,True
2021-06-15T18:01:29+00:00,True,False,False,True
2021-06-15T18:01:32+00:00,True,False,False,True
2021-06-15T18:01:35+00:00,True,False,False,True
2021-06-15T18:01:38+00:00,True,False,False,True
2021-06-15T18:01:41+00:00,True,False,False,True
2021-06-15T18:01:44+00:00,True,False,False,True
2021-06-15T18:01:47+00:00,True,False,False,True
2021-06-15T18:01:50+00:00,True,False,False,True
2021-06-15T18:01:53+00:00,True,False,False,True
2021-06-15T18:01:56+00:00,True,False,False,True
2021-06-15T18:01:59+00:00,True,False,False,True
2021-06-15T18:02:02+00:00,True,False,False,True
2021-06-15T18:02:05+00:00,True,False,False,True
2021-06-15T18:02:08+00:00,True,False,False,True
2021-06-15T18:02:11+00:00,True,False,False,True
2021-06-15T18:02:14+00:00,True,False,False,True
2021-06-15T18:02:17+00:00,True,False,False,False
2021-06-15T18:02:20+00:00,True,False,False,True
2021-06-15T18:02:23+00:00,True,False,False,True
2021-06-15T18:02:26+00:00,True,False,False,True
2021-06-15T18:02:29+00:00,True,False,False,True
2021-06-15T18:02:33+00:00,True,False,False,True
2021-06-15T18:02:35+00:00,True,False,False,True
2021-06-15T18:02:38+00:00,True,False,False,True
2021-06-15T18:02:41+00:00,True,False,False,True
2021-06-15T18:02:44+00:00,True,False,False,True
2021-06-15T18:02:47+00:00,True,False,False,True
2021-06-15T18:02:50+00:00,True,False,False,True
2021-06-15T18:02:53+00:00,True,False,False,True
2021-06-15T18:02:56+00:00,True,False,False,True
2021-06-15T18:02:59+00:00,True,False,False,True
2021-06-15T18:03:02+00:00,True,False,False,True
2021-06-15T18:03:05+00:00,True,False,False,True
2021-06-15T18:03:08+00:00,True,False,False,True
2021-06-15T18:03:11+00:00,True,False,False,True
2021-06-15T18:03:14+00:00,True,False,False,True
2021-06-15T18:03:17+00:00,True,False,False,True
2021-06-15T18:03:20+00:00,True,False,False,True
2021-06-15T18:03:23+00:00,True,False,False,False
2021-06-15T18:03:26+00:00,True,False,False,True
2021-06-15T18:03:29+00:00,True,False,False,True
2021-06-15T18:03:32+00:00,True,False,False,True
2021-06-15T18:03:35+00:00,True,False,False,True
2021-06-15T18:03:38+00:00,True,False,False,True
2021-06-15T18:03:41+00:00,True,False,False,True
2021-06-15T18:03:45+00:00,True,False,False,True
2021-06-15T18:03:47+00:00,True,False,False,True
2021-06-15T18:03:51+00:00,True,False,False,True
2021-06-15T18:03:53+00:00,True,False,False,True
2021-06-15T18:03:57+00:00,True,False,False,True
2021-06-15T18:03:59+00:00,True,False,False,True
2021-06-15T18:04:02+00:00,True,False,False,True
2021-06-15T18:04:05+00:00,True,False,False,True
2021-06-15T18:04:08+00:00,True,False,False,True
2021-06-15T18:04:11+00:00,True,False,False,True
2021-06-15T18:04:14+00:00,True,False,False,True
2021-06-15T18:04:17+00:00,True,False,False,True
2021-06-15T18:04:20+00:00,True,False,False,True
2021-06-15T18:04:23+00:00,True,False,False,True
2021-06-15T18:04:26+00:00,True,False,False,True
2021-06-15T18:04:29+00:00,True,False,False,False
2021-06-15T18:04:32+00:00,True,False,False,True
2021-06-15T18:04:35+00:00,True,False,False,True
2021-06-15T18:04:38+00:00,True,False,False,True
2021-06-15T18:04:41+00:00,True,False,False,True
2021-06-15T18:04:44+00:00,True,False,False,True
2021-06-15T18:04:47+00:00,True,False,False,True
2021-06-15T18:04:51+00:00,True,False,False,True
2021-06-15T18:04:54+00:00,True,False,False,True
2021-06-15T18:04:57+00:00,True,False,False,True
2021-06-15T18:04:59+00:00,True,False,False,True
2021-06-15T18:05:02+00:00,True,False,False,True
2021-06-15T18:05:05+00:00,True,False,False,True
2021-06-15T18:05:08+00:00,True,False,False,True
2021-06-15T18:05:11+00:00,True,False,False,True
2021-06-15T18:05:14+00:00,True,False,False,True
2021-06-15T18:05:17+00:00,True,False,False,True
2021-06-15T18:05:20+00:00,True,False,False,True
2021-06-15T18:05:23+00:00,True,False,False,True
2021-06-15T18:05:26+00:00,True,False,False,True
2021-06-15T18:05:29+00:00,True,False,False,True
2021-06-15T18:05:32+00:00,True,False,False,True
2021-06-15T18:05:35+00:00,True,False,False,False
2021-06-15T18:05:38+00:00,True,False,False,True
2021-06-15T18:05:41+00:00,True,False,False,True
2021-06-15T18:05:44+00:00,True,False,False,True
2021-06-15T18:05:47+00:00,True,False,False,True
2021-06-15T18:05:50+00:00,True,False,False,True
2021-06-15T18:05:53+00:00,True,False,False,True
2021-06-15T18:05:56+00:00,True,False,False,True
2021-06-15T18:05:59+00:00,True,False,False,True
2021-06-15T18:06:02+00:00,True,False,False,True
2021-06-15T18:06:05+00:00,True,False,False,True
2021-06-15T18:06:08+00:00,True,False,False,True
2021-06-15T18:06:11+00:00,True,False,False,True
2021-06-15T18:06:15+00:00,True,False,False,True
2021-06-15T18:06:17+00:00,True,False,False,True
2021-06-15T18:06:20+00:00,True,False,False,True
2021-06-15T18:06:23+00:00,True,False,False,True
2021-06-15T18:06:26+00:00,True,False,False,True
2021-06-15T18:06:30+00:00,True,False,False,True
2021-06-15T18:06:32+00:00,True,False,False,True
2021-06-15T18:06:35+00:00,True,False,False,True
2021-06-15T18:06:38+00:00,True,False,False,True
2021-06-15T18:06:42+00:00,True,False,False,False
2021-06-15T18:06:44+00:00,True,False,False,True
2021-06-15T18:06:47+00:00,True,False,False,True
2021-06-15T18:06:51+00:00,True,False,False,True
2021-06-15T18:06:53+00:00,True,False,False,True
2021-06-15T18:06:56+00:00,True,False,False,True
2021-06-15T18:07:00+00:00,True,False,False,True
2021-06-15T18:07:02+00:00,True,False,False,True
2021-06-15T18:07:05+00:00,True,False,False,True
2021-06-15T18:07:09+00:00,True,False,False,True
2021-06-15T18:07:11+00:00,True,False,False,True
2021-06-15T18:07:15+00:00,True,False,False,True
2021-06-15T18:07:17+00:00,True,False,False,True
2021-06-15T18:07:20+00:00,True,False,False,True
2021-06-15T18:07:24+00:00,True,False,False,True
2021-06-15T18:07:26+00:00,True,False,False,True
2021-06-15T18:07:30+00:00,True,False,False,True
2021-06-15T18:07:32+00:00,True,False,False,True
2021-06-15T18:07:36+00:00,True,False,False,True
2021-06-15T18:07:38+00:00,True,False,False,True
2021-06-15T18:07:41+00:00,True,False,False,True
