timestamp_utc,soil_humidity,soil_temperature,system_air_humidity,system_air_temperature
2021-06-15T18:08:17+00:00,103.55,16.06,92.0,16.8
2021-06-15T18:08:20+00:00,103.55,16.06,92.0,16.8
2021-06-15T18:08:23+00:00,103.32,16.06,92.0,16.8
2021-06-15T18:08:26+00:00,103.55,16.06,92.0,16.8
2021-06-15T18:08:29+00:00,103.55,16.06,92.0,16.8
2021-06-15T18:08:33+00:00,103.55,16.06,92.0,16.8
2021-06-15T18:08:35+00:00,103.32,16.06,92.0,16.8
2021-06-15T18:08:38+00:00,103.55,16.06,92.0,16.8
2021-06-15T18:08:41+00:00,103.55,16.06,92.0,16.8
2021-06-15T18:08:44+00:00,103.55,16.06,92.0,16.8
2021-06-15T18:08:47+00:00,103.32,16.06,92.0,16.8
2021-06-15T18:08:50+00:00,103.55,16.06,92.0,16.8
2021-06-15T18:08:53+00:00,103.79,16.06,92.0,16.8
2021-06-15T18:08:57+00:00,103.55,16.06,92.0,16.8
2021-06-15T18:08:59+00:00,103.55,16.06,92.0,16.8
2021-06-15T18:09:03+00:00,103.55,16.06,92.0,16.8
2021-06-15T18:09:05+00:00,103.55,16.06,92.0,16.8
2021-06-15T18:09:08+00:00,103.55,16.06,92.0,16.8
2021-06-15T18:09:11+00:00,103.55,16.06,92.0,16.8
2021-06-15T18:09:14+00:00,103.55,16.06,92.0,16.8
2021-06-15T18:09:17+00:00,103.55,16.06,92.0,16.8
2021-06-15T18:09:21+00:00,103.55,16.06,92.0,16.8
2021-06-15T18:09:23+00:00,103.55,16.06,92.0,16.8
2021-06-15T18:09:26+00:00,103.55,16.06,92.0,16.8
2021-06-15T18:09:29+00:00,103.55,16.06,92.0,16.8
2021-06-15T18:09:32+00:00,103.55,16.06,92.0,16.8
2021-06-15T18:09:35+00:00,103.55,16.06,92.0,16.8
2021-06-15T18:09:38+00:00,103.55,16.06,92.0,16.8
2021-06-15T18:09:41+00:00,103.55,16.06,92.0,16.8
2021-06-15T18:09:44+00:00,103.55,16.06,92.0,16.8
2021-06-15T18:09:47+00:00,103.55,16.06,92.0,16.8
2021-06-15T18:09:50+00:00,103.55,16.06,92.0,16.8
2021-06-15T18:09:53+00:00,103.55,16.06,92.0,16.8
2021-06-15T18:09:57+00:00,103.79,16.06,92.0,16.8
2021-06-15T18:09:59+00:00,103.55,16.06,92.0,16.8
2021-06-15T18:10:02+00:00,103.32,16.06,92.0,16.8
2021-06-15T18:10:05+00:00,103.32,16.06,92.0,16.8
2021-06-15T18:10:08+00:00,103.55,16.06,92.0,16.8
2021-06-15T18:10:11+00:00,103.55,16.12,92.0,16.8
